id,allelectrons_Total,density_Total,allelectrons_Average,val_e_Average,atomicweight_Average,ionenergy_Average,el_neg_chi_Average,R_vdw_element_Average,R_cov_element_Average,zaratio_Average,density_Average,Hardness
2930,38.0,2.3326640000000003,12.666666666666664,4.666666666666667,26.024935442,11.667433333333332,2.575833333333333,1.625,0.7233333333333334,0.4950291666666667,0.58991,6.0
2931,108.0,7.558488000000001,10.0,4.8,20.2988926326,12.0034,2.675,1.736,0.944,0.498984,0.84313,3.3
2932,790.0,105.514,39.5,5.3,93.78445,9.273855,2.279,1.907,1.2145,0.457149,5.07766,2.8
2933,30.0,0.7575546666666667,10.0,5.333333333333333,20.02735333333333,11.795966666666668,2.9266666666666663,1.7133333333333336,0.89,0.4995066666666667,0.01079,7.0
2934,174.0,11.07307175,9.5,4.75,19.14036490625,11.9002,2.78,1.62625,0.945,0.4959356250000001,0.82121,6.3
2935,233.0,27.432984,25.88888888888889,4.666666666666667,60.75508666666667,11.447233333333337,2.7622222222222224,1.7644444444444445,0.98,0.4774077777777778,4.44055,6.0
2936,20.0,7.734660000000001,10.0,5.0,20.0468,11.026725,2.79,1.6725,0.8525,0.495275,0.96683,7.5
2937,108.0,11.2954955,18.0,4.75,41.83358075,11.6604875,2.545,1.767,0.9250000000000002,0.47907,1.2398,5.8
2938,126.0,13.385996,25.2,5.6,58.30341800000001,11.61422,2.884,1.736,0.944,0.467568,2.96536,2.8
2939,66.0,23.348983,31.1,4.8,77.36308000000002,11.66048,2.8280000000000003,1.662,0.884,0.478464,6.16352,6.0
2940,198.0,13.9558185,7.92,4.16,15.69310028,12.046624,2.7136,1.5460000000000005,0.7152,0.6164428000000001,0.58543,5.0
2941,114.0,13.053996,23.5,5.0,49.204038,11.340425,2.28,1.765,0.9559999999999998,0.47907,2.0416,5.5
2942,90.0,11.463996000000002,18.0,4.0,39.568056,9.085315,2.225,1.907,1.265,0.48502,2.9768,6.8
2943,74.0,14.883996000000002,14.8,4.4,31.574635600000004,11.288,2.81,1.7420000000000002,0.8699999999999999,0.49282,2.312,6.3
2944,58.0,5.230979499999999,12.666666666666664,4.666666666666667,26.621686666666665,11.290033333333335,2.9466666666666668,1.735,0.9733333333333332,0.4995066666666667,1.7909,5.5
2945,58.0,7.558488000000001,11.3,4.7,24.085483,10.73364,2.694,1.7020000000000004,0.928,0.48502,1.8216,6.0
2946,96.0,15.43,48.0,4.0,116.3255,9.01375,2.295,2.045,1.36,0.42668,10.97,2.0
2947,90.0,12.974119999999996,31.0,4.0,70.92449475,9.65936,2.298,1.88,1.1949999999999998,0.448895,5.54914,4.0
2948,126.0,15.43,15.2,4.8,31.574635600000004,11.79886,2.81,1.7400000000000002,0.86,0.4991960000000001,2.13111,2.5
2949,97.0,13.747992000000002,11.0,4.8,24.789618,11.909720000000002,2.884,1.662,0.792,0.491678,1.56776,3.8
2950,58.0,27.24,21.0,4.666666666666667,47.98568666666667,9.072366666666667,2.1466666666666665,1.88,1.366666666666667,0.44966,2.16955,3.8
2951,144.0,17.053984,12.1,4.8,24.88692185,10.909175,2.66,1.7574999999999998,0.94,0.489272,0.89374,6.8
2952,76.0,10.584328,15.666666666666664,4.8,33.97391,11.239316666666667,2.768333333333333,1.625,0.96,0.4817083333333334,1.55883,3.8
2953,126.0,13.053996,12.8,4.6,26.2038268,10.75912,2.752,1.7400000000000002,0.86,0.49282,1.79607,5.8
2954,174.0,26.745328000000004,15.5,4.666666666666667,33.46149333333333,11.408266666666668,2.766666666666667,1.7616666666666667,0.9683333333333334,0.4836016666666667,1.05605,4.8
2955,163.0,19.382,23.5,5.3,49.204038,10.0743,2.165,1.765,1.12,0.474714,2.94712,2.5
2956,440.0,43.510964,8.26086956521739,4.521739130434782,16.531058067826088,13.176621739130434,2.6460869565217395,1.6156521739130434,0.7852173913043478,0.7138495652173915,0.5852,7.0
2957,246.0,32.890676,26.5,4.125,73.79314375,11.2520375,2.6118750000000004,1.7915625,0.96,0.47382125,4.75782,2.5
2958,126.0,13.277328,18.0,4.0,43.43438714285714,12.55187142857143,2.8371428571428576,1.5271428571428574,0.7185714285714285,0.6244042857142856,1.57191,4.0
2959,36.0,0.8649950000000001,18.0,4.0,37.27215,8.2366,1.79,2.055,1.36,0.499,1.47355,2.0
2960,134.0,13.385996,30.5,5.5,67.9394,11.61422,2.53,1.91,1.1840000000000002,0.466938,3.01757,2.5
2961,6.0,1.37,6.0,4.0,12.0096,11.2603,2.55,1.7,0.75,0.49954,1.37165,10.0
2962,43.0,7.876747749999999,7.5,5.0,15.9687737,12.0863,2.56775,1.5475,0.71,0.6184925,0.62275,2.8
2963,100.0,15.604,50.0,4.0,117.386335,8.888349999999997,2.24,2.015,1.1800000000000002,0.42668,7.66667,2.5
2964,76.0,10.077292,10.857142857142858,4.571428571428571,21.518587517857146,10.554,2.647142857142857,1.7085714285714286,0.9042857142857142,0.49876,0.88802,5.8
2965,131.0,21.575328,21.83333333333333,4.666666666666667,50.1315,11.35495,2.8349999999999995,1.7166666666666668,0.8916666666666666,0.4878333333333333,0.35134,6.0
2966,66.0,3.555328,6.0,3.0,11.663548,12.41584,2.24,1.394,0.6639999999999999,0.706397,0.40528,2.5
2967,220.0,25.021992,24.33333333333333,4.4444444444444455,57.09384666666666,11.458755555555555,2.793333333333333,1.7644444444444445,0.9111111111111108,0.4743239999999999,4.19744,6.0
2968,30.0,1.7431599999999998,10.0,5.333333333333333,20.766935442,14.163933333333333,3.09,1.625,0.8666666666666666,0.48039,0.66668,3.5
2969,38.0,7.134331999999999,19.0,4.0,40.689515,11.50615,2.545,1.765,0.92,0.479405,3.3354,4.0
2970,144.0,15.751995999999998,14.0,5.0,31.574635600000004,9.706,2.625,1.625,1.02,0.4743239999999999,1.8013,5.3
2971,90.0,11.463996000000002,18.0,5.6,39.568056,12.0863,2.8680000000000003,1.6520000000000004,0.8640000000000001,0.476196,2.8386,2.5
2972,100.0,7.441332000000001,10.0,4.8,20.0468,11.64556,2.884,1.662,0.792,0.491604,0.75796,2.3
2973,38.0,4.542664,12.666666666666664,4.666666666666667,26.621686666666665,11.354766666666668,2.806666666666666,1.78,0.92,0.4865066666666666,1.38084,6.0
2974,100.0,7.4428315,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498984,0.76486,6.0
2975,58.0,20.36,19.33333333333333,4.666666666666667,39.987666666666655,9.35033333333334,2.14,1.88,1.14,0.47857,2.65644,6.5
2976,131.0,13.355328,21.5,5.0,49.50308166666667,11.143366666666669,2.81,1.7166666666666668,0.8933333333333332,0.4781783333333334,2.1154,6.0
2977,46.0,9.133,23.0,4.8,48.7195,12.0278,2.764,1.66,0.914,0.47888,0.487,2.5
2978,74.0,12.902,14.4,4.8,31.937418,11.33182,2.684,1.732,0.9,0.4820359999999999,1.79976,6.3
2979,184.0,40.61,49.0,5.6,119.6295,9.65936,2.3680000000000003,1.904,1.1840000000000002,0.457149,6.16352,3.0
2980,108.0,13.385996,12.6,3.2,24.808518,11.023840000000002,2.572,1.528,0.642,0.656218,1.74944,5.5
2981,122.0,9.773996,12.2,4.8,24.808518,11.20276,2.727,1.767,0.91,0.496167,1.99192,6.0
2982,68.0,2.707996,13.6,4.0,29.568292,10.629,2.752,1.6980000000000002,0.914,0.481478,0.87554,3.0
2983,100.0,15.593,48.5,4.5,116.3255,8.12415,2.28,2.015,1.13,0.447985,7.01317,2.5
2984,108.0,3.883996,10.6,4.8,20.2988926326,11.023840000000002,2.644,1.794,0.96,0.499514,0.77755,6.5
2985,0.0,0.9359328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93524,6.0
2986,116.0,11.351332,11.6,4.0,23.231818,11.909720000000002,2.752,1.6310000000000002,0.7380000000000001,0.5900399999999999,1.61291,6.0
2987,188.0,27.10599,39.5,5.3,90.2267,8.79744,2.295,1.765,1.135,0.447885,4.90209,2.8
2988,336.0,33.241971,10.375,3.75,22.8103284375,10.9196125,2.6703125,1.7878125,0.94,0.4912240000000001,1.00843,5.5
2989,108.0,14.091992,22.6,4.8,49.224449375000006,11.20276,2.757,1.736,0.928,0.4743239999999999,2.26855,5.8
2990,138.0,11.551332,10.6,4.8,20.2988926326,10.987245,2.6870000000000003,1.743,0.964,0.498454,0.49724,5.8
2991,104.0,6.674328,17.333333333333332,5.166666666666667,38.979225333,11.754416666666666,2.8766666666666665,1.735,0.9166666666666666,0.48752,1.49127,4.8
2992,100.0,10.803992,10.0,4.8,20.3920334,10.565180000000002,2.708,1.648,0.8800000000000001,0.4927359999999999,1.12928,6.0
2993,112.0,13.89,13.8,4.8,27.188418,11.20276,2.66,1.78,0.96,0.4927189999999999,1.24267,5.5
2994,62.0,8.505991999999999,10.2,4.8,22.9889468,10.909175,2.24,1.794,1.13,0.4991960000000001,0.88024,6.8
2995,68.0,9.133,13.6,5.6,29.568292,12.0034,2.8680000000000003,1.6520000000000004,0.8640000000000001,0.476196,1.66969,3.8
2996,80.0,4.907327,6.666666666666668,4.0,13.165070041500002,12.874275000000004,2.77,1.43,0.6208333333333335,0.6612241666666667,0.58344,4.0
2997,98.0,11.35441075,13.6,4.8,29.525338,11.023840000000002,2.81,1.7400000000000002,0.96,0.487899999999999,1.79216,6.5
2998,66.0,17.921332000000003,22.0,2.6666666666666665,47.69701000000001,9.6903,2.4133333333333336,1.8133333333333328,1.0266666666666666,0.4709133333333334,2.22761,3.8
2999,163.0,20.36,31.33333333333333,4.0,70.83746666666666,9.0872,2.1466666666666665,1.88,1.1366666666666667,0.46586,5.07625,3.8
3000,156.0,26.962328000000003,22.4,4.833333333333333,54.026915,11.43734,2.953333333333333,1.711,0.9116666666666668,0.476095,2.04102,2.3
3001,290.0,30.2904645,10.0,4.965517241379311,20.29271888241379,13.324910344827588,2.623793103448276,1.5432758620689655,0.7524137931034482,0.6166913793103449,0.71978,4.5
3002,128.0,20.415992000000006,23.8,3.8,49.204038,10.999625,2.3080000000000003,1.796,1.028,0.4912240000000001,2.2928,2.5
3003,46.0,9.107996000000002,15.5,4.0,31.574635600000004,11.14446,2.495,1.715,0.8649999999999999,0.4820359999999999,1.38697,6.8
3004,46.0,9.143996,23.0,4.8,56.98088711111112,11.496916666666666,2.81,1.7420000000000002,0.9559999999999998,0.476095,4.90209,6.0
3005,108.0,7.425575999999999,10.8,4.8,20.213348778,11.236716666666668,2.858333333333333,1.7166666666666668,0.92,0.4982824999999999,0.81739,5.5
3006,76.0,15.751995999999998,15.2,4.4,31.937418,11.82448,2.7960000000000003,1.7280000000000002,0.8800000000000001,0.4862359999999999,3.1504,5.5
3007,36.0,0.973995,18.0,4.0,37.27215,8.65415,1.96,2.015,1.1800000000000002,0.48273,0.42774,4.0
3008,122.0,14.091992,12.2,4.8,24.808518,11.38168,2.727,1.767,0.91,0.496167,1.03248,6.0
3009,64.0,10.803992,12.0,4.5,24.789618,11.2603,2.755,1.7,0.8959999999999999,0.4927189999999999,1.03213,6.0
3010,46.0,10.507072,24.0,4.4,53.4902975,11.33182,2.7960000000000003,1.7280000000000002,0.8800000000000001,0.47888,4.57578,4.0
3011,116.0,13.385996,27.6,5.6,65.56541800000001,11.1994,2.7880000000000003,1.7630000000000003,0.964,0.4673040000000001,3.26959,3.0
3012,84.0,13.59,33.0,4.0,72.2365,9.5318,2.225,1.89,1.22,0.462985,4.937,3.0
3013,466.0,36.025984,10.0,4.0,20.322035645125,10.91354375,2.6425,1.5425,0.71,0.6184925,0.62985,5.5
3014,790.0,105.514,39.5,5.6,93.78445,9.273855,2.279,1.907,1.2145,0.457149,6.46538,2.0
3015,135.0,16.449327999999998,20.375,3.375,46.9564675,10.89890625,2.6118750000000004,1.765,0.9375,0.4762733333333333,2.6772,4.5
3016,126.0,13.385996,25.2,5.6,58.30341800000001,11.61422,2.884,1.736,0.944,0.467568,4.75782,2.3
3017,74.0,9.577996,13.2,4.8,29.525338,10.73364,2.81,1.6520000000000004,1.41,0.47888,1.70601,3.8
3018,94.0,17.593,31.33333333333333,4.333333333333333,70.83746666666666,8.869433333333333,2.18,1.9433333333333327,1.2,0.46498,5.86433,5.3
3019,100.0,5.686908,10.0,4.8,20.3920334,10.91369,2.755,1.705,0.972,0.4927359999999999,0.8315,6.5
3020,100.0,5.62148,10.0,4.8,20.9941265318,12.59399,2.8280000000000003,1.747,0.964,0.475954,0.77752,2.5
3021,46.0,9.44,23.0,5.0,49.496,10.347,2.53,1.8,1.11,0.4697149999999999,3.89105,2.5
3022,58.0,7.441332000000001,19.0,4.0,40.689515,11.50615,2.045,1.97,0.8399999999999999,0.489795,1.89676,5.0
3023,120.0,7.876747749999999,10.0,5.0,20.255278375,12.18425,2.745,1.70375,0.8525,0.495275,0.78834,7.3
3024,52.0,3.943,7.4,4.8,15.7292123142857,11.38168,2.7371428571428567,1.545,0.71,0.6184925,0.49916,2.5
3025,63.0,8.505991999999999,13.6,4.8,29.525338,11.33044,2.774,1.714,0.914,0.496167,1.06276,4.0
3026,76.0,16.630000000000006,25.33333333333333,4.333333333333333,55.30459633333333,9.4533,2.1566666666666667,1.8833333333333333,1.2033333333333334,0.46586,5.54333,5.8
3027,60.0,8.147992,12.0,4.8,24.033618,11.23408,2.81,1.7400000000000002,0.86,0.491678,0.82082,6.0
3028,114.0,8.234328,10.5,5.166666666666667,20.2988926326,11.223166666666666,2.829,1.7883333333333336,0.9483333333333334,0.490932,0.82343,6.0
3029,42.0,4.243996,10.4,4.8,21.654418,11.17714,2.81,1.7400000000000002,0.926,0.49282,0.86614,2.5
3030,228.0,24.409986,28.5,5.5,68.16233625,11.6104,2.8487500000000003,1.725,0.94625,0.468765,1.11239,2.5
3031,75.0,11.35599,25.0,4.333333333333333,54.27519833333333,9.350333333333332,2.14,1.8966666666666667,1.16,0.46833,3.37533,5.5
3032,58.0,3.253996,11.6,4.8,23.170338,12.0034,2.774,1.714,0.774,0.499726,0.75585,3.0
3033,43.0,7.4428315,7.6,3.2,15.69310028,12.0863,2.7030000000000003,1.4580000000000002,0.642,0.476196,1.86481,2.0
3034,196.0,45.30078949999999,24.5,3.5,53.441338,9.370384,2.24,1.9072,1.2,0.4618992,4.28689,2.5
3035,120.0,8.3341635,10.0,4.8,20.04904068,10.833850000000002,2.7004,1.721666666666667,0.965,0.4927189999999999,0.8059,5.5
3036,250.0,27.432984,12.5,4.8,25.408218,11.674016666666668,2.682,1.7880000000000005,0.94625,0.4844733333333333,1.3124,6.8
3037,126.0,13.747992000000002,12.5,4.875,24.50301875,11.1479375,2.6425,1.7199999999999998,0.945,0.4818274999999999,1.86705,5.5
3038,522.0,41.060299,11.4,4.44,20.93888802,10.993994000000002,2.66,1.705,0.9003999999999999,0.5368794,0.80362,5.5
3039,36.0,10.507072,21.0,4.0,43.952,8.888349999999997,2.352,1.8200000000000005,1.196,0.476196,5.67675,2.5
3040,219.0,41.181992,24.444444444444446,4.666666666666667,56.98088711111112,11.275333333333334,2.72,1.7466666666666668,0.9688888888888888,0.47356,2.23122,6.0
3041,33.0,7.441332000000001,16.5,4.0,35.468537,10.52605,2.495,1.785,0.965,0.4775399999999999,0.8812,5.5
3042,278.0,27.10599,27.5,4.8,65.56541800000001,10.9485,2.682,1.7880000000000005,0.98,0.474714,4.75782,2.5
3043,38.0,4.542664,10.0,4.666666666666667,20.02735333333333,11.5267,2.33,1.7033333333333334,0.9666666666666668,0.4916733333333334,0.8148,6.0
3044,100.0,15.43,50.0,4.0,117.386335,9.01375,2.295,2.045,1.36,0.42668,6.77567,2.5
3045,100.0,7.558488,10.0,4.8,20.2988926326,10.629,2.755,1.6309999999999998,0.91,0.4927359999999999,0.84161,6.5
3046,100.0,7.558488000000001,10.0,4.6,20.2988926326,10.833850000000002,2.755,1.75,0.91,0.4941109999999999,0.40319,6.0
3047,235.0,27.104327,31.5,4.5,70.92449475,9.3117,1.985,1.9325,1.1800000000000002,0.4442925,6.2105,2.5
3048,43.0,7.558488000000001,11.333333333333336,4.666666666666667,22.71843416666667,11.795966666666668,2.7566666666666664,1.76,0.9666666666666668,0.4729766666666666,0.96381,6.0
3049,66.0,9.683996,13.0,4.0,29.525338,10.39875,2.545,1.79,1.02,0.4916733333333334,1.9548,2.5
3050,124.0,13.355328,20.666666666666668,4.666666666666667,46.44374833333333,9.6769,2.33,1.88,1.106666666666667,0.48273,1.39322,6.0
3051,92.0,19.334,44.0,4.0,108.295515,9.072366666666667,2.67,1.913333333333333,1.135,0.45825,6.78733,3.8
3052,128.0,13.385996,12.0,4.0,26.385218,10.629,2.81,1.7420000000000002,0.86,0.49282,1.39322,6.0
3053,192.0,37.0104575,27.5,4.5,64.9132175,11.509916,2.81,1.8200000000000005,1.11,0.477854,5.10922,3.8
3054,100.0,7.558488000000001,10.0,4.8,20.2988926326,10.565180000000002,2.7060000000000004,1.6780000000000002,0.8959999999999999,0.498454,1.50857,5.5
3055,76.0,13.385996,15.2,4.8,31.937418,11.14446,2.684,1.7880000000000005,0.9559999999999998,0.4862359999999999,1.91369,6.5
3056,100.0,8.337992,10.0,4.8,20.213348778,10.987245,2.694,1.791,0.974,0.4927989999999999,0.96683,6.8
3057,100.0,8.147992,10.0,4.8,20.3920334,10.565180000000002,2.708,1.648,0.8800000000000001,0.4927359999999999,0.8886,6.0
3058,99.0,5.505328,18.666666666666668,4.666666666666667,40.53794033333333,11.354766666666668,2.216666666666667,1.7166666666666668,0.9666666666666668,0.4865066666666666,1.0408,6.0
3059,94.0,10.209328,11.333333333333336,4.666666666666667,25.810252958458328,11.754416666666666,2.8816666666666664,1.7341666666666669,0.8233333333333333,0.4819691666666667,1.54573,6.0
3060,6.0,7.876747749999999,10.75,4.0,22.212725,12.18425,2.7275,1.545,0.71,0.61443,1.3702,4.0
3061,144.0,13.551332,24.4,5.6,53.4902975,10.0743,2.3080000000000003,1.908,1.224,0.4697149999999999,3.8764,2.5
3062,41.0,7.4428315,11.0,4.0,23.560949575,11.510862500000002,2.766,1.75,0.945,0.4957955,1.6865,5.5
3063,122.0,14.485992,12.4,4.8,24.085483,11.0881,2.7380000000000004,1.7200000000000002,0.928,0.48502,1.0627,6.0
3064,98.0,13.35,49.0,5.6,119.6295,8.888349999999997,2.19,1.91,1.245,0.477854,1.96268,2.5
3065,58.0,4.243996,10.0,4.8,20.2988926326,10.73364,2.752,1.6880000000000002,0.8800000000000001,0.4927189999999999,0.82082,7.5
3066,6.0,0.001,6.0,3.5,11.663548,12.20004,2.55,1.5419999999999998,0.703,0.49954,0.0,3.0
3067,63.0,6.283996,7.6,4.0,15.69310028,12.30176,2.68,1.592,0.71,0.6184925,0.64563,1.5
3068,87.0,23.576975,41.0,4.25,93.8846,9.251425,2.375,1.9425,1.1925,0.449615,5.07625,2.5
3069,42.0,7.4428315,10.6,4.8,22.9889468,12.0278,2.66,1.5419999999999998,0.703,0.5896600000000001,1.11572,4.3
3070,116.0,11.35441075,11.4,4.8,24.808518,10.59066,2.66,1.75,0.96,0.4957955,1.3008,6.0
3071,138.0,11.07307175,9.40625,4.8,18.50453638,10.9485,2.825,1.62625,0.865,0.5368794,0.58543,4.3
3072,2024.2,236.459656,48.17229890528321,2.6815142428785608,114.95185267206097,7.146097096620657,1.6228653022370303,2.2098476915754404,1.6158400761542124,0.434283184198001,0.45291,4.7
3073,126.0,13.385996,25.2,5.6,58.30341800000001,11.61422,2.884,1.79,0.944,0.467568,2.0416,2.3
3074,6.0,1.7431599999999998,6.0,4.666666666666667,13.165070041500002,11.2603,2.7883333333333336,1.6520000000000004,0.8133333333333335,0.4762733333333333,0.9328,4.0
3075,42.0,7.4428315,8.6,3.2,17.7903568,12.3734,2.8360000000000003,1.4580000000000002,0.642,0.687868,0.70884,2.5
3076,592.0,105.514,22.4,5.4,49.204038,11.14446,2.684,1.732,0.914,0.46586,5.97378,3.8
3077,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59255,1.5
3078,183.0,31.8,36.66666666666666,5.0,83.46173333333333,9.072366666666667,2.1466666666666665,1.89,1.19,0.4526666666666667,3.11533,2.5
3079,112.0,13.477328,18.0,4.0,41.83358075,10.5015125,2.5275,1.9325,1.07,0.47382125,3.56717,2.5
3080,95.0,19.334,31.66666666666667,4.666666666666667,68.56273,9.159866666666668,2.1266666666666665,1.77,1.0366666666666668,0.4488266666666667,6.7765,7.5
3081,116.0,11.35599,38.66666666666666,6.0,92.69733333333332,11.1173,2.706666666666667,1.84,1.15,0.4515899999999999,3.08833,2.5
3082,100.0,9.577996,10.0,4.8,20.2988926326,10.9485,2.6703,1.7420000000000002,0.8874449999999999,0.492719,0.7958,5.5
3083,74.0,23.392140000000005,15.2,4.8,31.574635600000004,11.14446,2.684,1.8200000000000005,0.9,0.4862650000000001,2.6108,6.0
3084,36.0,8.903332,18.0,4.0,37.346215,10.629,2.295,1.745,0.905,0.48855,0.84233,5.5
3085,114.0,22.81264,22.66666666666667,5.0,51.25268666666667,11.290033333333335,2.9266666666666663,1.7166666666666668,0.89,0.4795066666666667,2.1154,6.0
3086,112.0,13.355328,18.0,4.0,41.99652,9.350333333333332,2.7740000000000005,1.7166666666666668,0.8833333333333334,0.48752,4.57578,5.5
3087,122.0,10.082327,10.0,4.666666666666667,22.436765854166666,11.667433333333332,2.858333333333333,1.705,0.9183333333333332,0.4912400000000001,1.31786,5.5
3088,108.0,10.584328,10.333333333333334,4.666666666666667,22.71843416666667,11.6104,2.736666666666667,1.7321666666666669,0.9643333333333334,0.4762733333333333,0.6267,6.0
3089,100.0,7.734660000000001,10.0,5.0,20.322035645125,11.33044,2.81,1.6725,0.86,0.498984,0.77755,5.5
3090,184.0,26.015984,30.0,3.1,66.8074975,8.897,2.24,1.91,1.245,0.447885,7.7439,2.5
3091,100.0,0.2567992,5.090909090909091,3.5454545454545454,10.06515954545455,12.05372727272728,2.963636363636364,1.3909090909090909,0.5244545454545454,0.7499272727272727,0.27323,2.5
3092,166.0,8.862328,13.6,5.166666666666667,29.159414333166666,11.625516666666668,2.9266666666666663,1.654,0.7616666666666668,0.4830383333333333,1.51619,4.0
3093,258.0,16.292981,6.972972972972973,3.891891891891892,13.687937756756757,12.405356756756756,2.7064864864864866,1.4851351351351352,0.6524324324324324,0.6584424324324325,0.11391,4.5
3094,72.0,11.202328,12.0,5.666666666666668,24.654186666666664,11.139866666666668,2.706666666666667,1.65,0.8416666666666668,0.4824666666666666,1.24533,2.5
3095,108.0,9.107996000000002,10.8,4.8,25.408218,11.17714,2.752,1.6880000000000002,0.8800000000000001,0.4927989999999999,1.00728,5.5
3096,114.0,7.171324,9.5,4.166666666666667,19.240395713333328,10.711958333333332,2.4891666666666663,1.6975,0.99,0.4948558333333333,0.5639,5.5
3097,40.0,2.3341635000000003,6.666666666666668,4.0,13.016128333333334,12.700466666666664,2.77,1.4766666666666668,0.6166666666666667,0.6637966666666667,0.49925,5.0
3098,202.0,15.751995999999998,20.4,5.2,43.498522,11.61422,2.3680000000000003,1.904,0.9229999999999998,0.467568,0.84233,2.0
3099,40.0,4.075328000000002,6.666666666666668,4.0,13.016128333333334,12.12276,2.766666666666667,1.4766666666666668,0.8666666666666666,0.6637966666666667,0.84019,7.0
3100,215.2,10.561656,11.942286348501662,4.386237513873473,25.810252958458328,10.646814650388462,2.539556048834628,1.8073140954495008,0.9809988901220864,0.4900476914539401,1.78823,6.5
3101,97.0,13.477328,12.125,4.375,24.98813313725,11.037175,2.54375,1.7199999999999998,0.9525,0.48659875,1.79976,5.3
3102,40.0,2.3341635000000003,6.0,4.0,13.016128333333334,12.700466666666664,2.77,1.4766666666666668,0.6166666666666667,0.6164428000000001,0.54117,5.0
3103,116.0,8.147992,11.3,4.7,22.9889468,11.00728,2.755,1.754,0.892,0.4927189999999999,1.00728,6.3
3104,322.0,38.214,64.4,5.6,160.15216,8.31996,2.0200000000000005,2.064,1.4220000000000002,0.4576149999999999,7.715,1.8
3105,80.0,5.876907999999999,10.0,5.0,20.9941265318,8.897,2.53,1.875,0.98,0.4756775,0.99311,3.8
3106,78.0,12.843328,11.142857142857142,4.571428571428571,24.829171,10.50705714285714,2.5960714285714284,1.7742857142857142,0.9714285714285716,0.48802,1.8013,6.5
3107,100.0,8.505991999999999,10.0,4.8,20.2988926326,11.50615,2.755,1.6310000000000002,0.91,0.4927189999999999,1.00244,5.5
3108,138.0,13.385996,23.5,4.25,49.224449375000006,11.023840000000002,2.684,1.743,0.974,0.4930319999999999,4.49372,2.5
3109,110.0,13.925328000000002,27.0,5.166666666666667,64.17666666666668,11.749633333333335,2.298,1.906666666666667,0.9233333333333332,0.4663883333333334,3.26948,4.8
3110,136.0,16.449327999999998,22.66666666666667,4.8,50.1315,11.625516666666668,2.885,1.7233333333333334,0.8933333333333332,0.4987149999999999,1.55883,6.0
3111,86.0,4.542664,14.333333333333336,4.666666666666667,30.61252,11.543,2.8816666666666664,1.7566666666666666,0.9733333333333332,0.4878333333333333,1.50921,6.0
3112,86.0,6.283996,11.6,5.6,24.033618,12.0863,2.8680000000000003,1.6520000000000004,0.8640000000000001,0.490654,0.67922,5.5
3113,134.0,21.124328,22.33333333333333,5.666666666666668,51.25268666666667,12.602366666666668,2.9766666666666666,1.7466666666666668,0.8933333333333332,0.4729766666666666,3.52219,6.0
3114,30.0,1.7428315,6.0,3.2,11.663548,12.41584,2.518,1.394,0.6639999999999999,0.695602,0.43908,2.5
3115,76.0,4.073996,11.6,4.8,22.9889468,11.909720000000002,2.774,1.7630000000000003,0.8959999999999999,0.4911100000000001,0.70329,3.5
3116,60.0,8.147992,12.0,4.0,25.077338,11.50615,2.675,1.745,0.9,0.4820359999999999,1.50633,6.0
3117,36.0,0.983984,18.0,4.0,36.0685,10.3415,2.58,1.78,1.04,0.4927989999999999,0.7768,3.5
3118,113.0,7.558488000000001,11.3,4.7,23.099694928,10.78917,2.682,1.7200000000000002,0.945,0.4927189999999999,0.4966,6.0
3119,46.0,9.44,23.0,4.0,48.7195,10.39875,2.24,1.88,1.12,0.4776649999999999,4.08822,2.0
3120,41.0,9.44,20.5,4.0,43.498522,8.897,2.065,1.925,1.165,0.477015,2.2928,9.0
3121,97.0,10.876907,12.25,4.875,24.50301875,11.2520375,2.6625,1.765,0.899,0.4927989999999999,0.79955,5.0
3122,322.0,36.06939975,15.285714285714285,4.285714285714286,32.94630914285714,11.1016,2.782857142857144,1.747142857142857,0.9042857142857142,0.4807514285714286,3.1504,7.8
3123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.487,4.5
3124,46.0,7.558488000000001,13.6,3.8,29.568292,12.04083,2.757,1.904,1.028,0.48273,1.51422,4.3
3125,106.0,23.38089925,17.2,4.8,39.466738,11.90626,2.495,1.72399999999998,0.8959999999999999,0.48502,3.90755,5.8
3126,40.0,1.7401675,6.0,1.3333333333333333,13.016128333333334,11.614333333333336,2.986666666666667,1.31,0.8666666666666666,0.82599,0.33885,4.0
3127,114.0,17.063328,10.0,4.857142857142857,22.0469357142857,10.960357142857143,2.6901428571428565,1.6514285714285712,0.8514285714285716,0.4991960000000001,0.83154,6.0
3128,80.0,7.734660000000001,10.0,5.0,20.255278375,11.026725,2.79,1.6725,0.8525,0.4931925,0.7901,6.8
3129,100.0,7.558488000000001,10.0,4.8,20.2988926326,12.04083,2.755,1.6310000000000002,0.91,0.4927189999999999,0.8315,7.5
3130,36.0,0.8649950000000001,18.0,4.0,37.27215,8.21315,1.96,2.04,1.5,0.48273,1.41194,2.0
3131,113.0,9.773996,11.8,4.8,23.2909413,11.023840000000002,2.6870000000000003,1.7700000000000002,0.965,0.498454,1.2832,5.5
3132,100.0,10.803992,10.0,4.6,20.2988926326,10.565180000000002,2.644,1.648,0.8800000000000001,0.4927189999999999,0.83076,6.0
